,anonymous_id,md5,ontology_id,class,perspective,location,relation_type1,relation1,relation_type2,relation2
7732,790cf135-3c29-4c3b-8638-d0e003d4232a.mp4,f16d65f42ec71d22f12a86a90469d1cb,15,Brushing,front,indoors,What,Hair,,None
7707,0ec75df7-9002-4a46-882e-75613a1ca8c1.mp4,72bb4251ee444299cdff9bab815f2239,15,Brushing,back,indoors,What,Hair,,None
6769,92feaf67-3ed0-457a-94ec-e2ec08ff28bd.avi,93a11931ed1abab061160ba54e2a2cf6,15,Brushing,front,indoors,What,Teeth,,None
4550,8faf31ba-6307-42b5-989f-7a111f515dc7.mp4,3e08dfbddf410e38c32ec52f82c7d72e,15,Brushing,back,indoors,What,Hair,,None
6714,9e50a6c7-3d47-4f0c-9ad2-94218e27a5b5.avi,46ed373bd4babc4d5c73ca994e7db5b7,15,Brushing,front,indoors,What,Teeth,,None
4585,9b1ac95b-dab1-4a2e-9011-c2fb3a5a79d7.mp4,ef4e996beda37de75ef4c4f5dd85bc6f,15,Brushing,front,indoors,What,Hair,,None
7725,22883691-073b-4a03-aac3-7f841b92880e.mp4,75698d10e8801f5cf22691f8f4b5fe58,15,Brushing,front,indoors,What,Hair,,None
7770,598a7ba0-4e1f-4c53-85b0-589470906d65.mp4,87e96800a4e38e7323f675e16199636c,15,Brushing,front,indoors,What,Hair,,None
6825,f83cb6cb-77c0-49d5-8bc1-d920795e61cf.avi,df5e67fd7bbbe58d486597a7d3e9eb97,15,Brushing,front,indoors,What,Teeth,,None
4747,35c6c280-a67a-4cc8-9411-e85a62a8057a.mp4,58f90c65698f47ef9eeed1c5f155fd93,15,Brushing,side,indoors,What,Teeth,,None
41,3442a148-5d8b-4fdd-9733-04808859b633.mp4,e57a4bb8d37806c89f01bf182b0eb401,15,Brushing,front,indoors,What,Hair,,None
6801,b92ec1d4-6f48-4266-8b56-124ac1c0136a.avi,63e4cc4e7340ca0d1f08d83b1c4f1821,15,Brushing,front,indoors,What,Teeth,,None
7742,22d96296-ecfc-428c-9f83-4075ae09c64c.mp4,2da9599c25c333c5f402f9ab4a29fa61,15,Brushing,front,indoors,What,Hair,,None
6748,c447e0bb-9d51-4fef-8f20-1b7fd7e7f067.avi,939da471e43f3cd234e3e86ffdad58d0,15,Brushing,front,indoors,What,Teeth,,None
7842,cf9feed3-8a64-4e8a-ac09-140592c6083c.mp4,1a5fb8398b6e85cf847081c70011761d,15,Brushing,top,indoors,What,Hair,,None
4596,9bed3317-eab0-4a19-99d9-34d4e41461f3.mp4,ca6975f227926dfc7826d4ade89bfe9a,15,Brushing,side,indoors,What,Hair,,None
7714,ba9f436e-6913-4bd8-a6bd-679364fd0bc8.mp4,286c089900e13e044a7211caac2113fd,15,Brushing,front,indoors,What,Hair,,None
4808,cc742eee-0464-4d9f-8632-8f4c69e9851f.mp4,693a39c74801372b352f6042204a4143,15,Brushing,front,indoors,What,Hair,,None
6719,64d68138-3cb9-4f11-a700-41daf6ff805a.avi,81438d0e613d0514d453c7c1df4b06c4,15,Brushing,side,indoors,What,Teeth,,None
4569,d3cb22c7-02c2-4df9-85ac-d935dad6fecf.mp4,81e16890c67d2144e873fbc6cc831f67,15,Brushing,front,indoors,What,Hair,,None
6817,1168948c-dd6d-423e-b6cd-aa946dd7e9be.avi,f4cb9408800a1970f5143ffbfef40668,15,Brushing,front,indoors,What,Teeth,,None
7696,5c495fce-bb0f-4170-9a53-d4025f564261.mp4,1fcc9558b6b1ccf74fa317808471c121,15,Brushing,front,indoors,What,Hair,,None
7704,b160c9c2-3493-403e-9aee-a8698e678b29.mp4,c9166ba7778264e1955bee1d3ec6845e,15,Brushing,front,indoors,What,Hair,,None
7832,fa864973-fe75-4e97-a8f9-3b945041382f.mp4,0d329f253a1a418f3fbd035818f40ee5,15,Brushing,back,indoors,What,Hair,,None
7750,106f9b7f-167c-4cb6-944b-73d4c6616ba2.mp4,e2ffec3ed28006e0235b052c1e1c4db8,15,Brushing,top,indoors,What,Hair,,None
4558,2965fbdb-0f36-426f-b851-8213c0211302.mp4,0f854bed9a5bb9be56c66d02ce24c323,15,Brushing,front,indoors,What,Hair,,None
16,4092e3f3-f3fa-4252-9799-30fb9273abdc.mp4,a02a04a9a880348afdf2beeeebde7987,15,Brushing,side,indoors,What,Hair,,None
44,6bfc1ca8-81de-4e80-90ab-b19106885c4f.mp4,ce6e2e45f60646a876b4b8b883510806,15,Brushing,front,indoors,What,Hair,,None
4582,7de6df8f-4aef-45f1-bbb2-6918b722242d.mp4,557b694b6ab6ceecf88000b14fc165cd,15,Brushing,side,indoors,What,Hair,,None
7844,c7120189-419f-43aa-aab6-bf85ede637e8.mp4,aa29854e62eeeadee0e5a3e7cffe22b1,15,Brushing,front,indoors,What,Hair,,None
6707,aa8a635c-d4f3-4dd3-b6da-771591cdafb4.avi,ca489e2b8da4629c6e215781c61618e0,15,Brushing,side,indoors,What,Teeth,,None
7,3b347889-89c1-46b6-ab91-f6b11bb36534.mp4,d23b25536e56013d6d77f05defcf6684,15,Brushing,back,indoors,What,Hair,,None
6790,46aa5802-2d6b-4ecf-a707-9c436041ff10.avi,61c149a723ba8bb66e01cbe8dfe4f5b2,15,Brushing,front,indoors,What,Teeth,,None
6729,5a55be2e-3b2b-4c9b-9b39-c1e0123a94e7.avi,bdc0afbd97db17b846cd23a02e56e571,15,Brushing,side,indoors,What,Teeth,,None
6725,9a21e924-06f1-42df-ab6d-2233e49a7935.avi,d83f539b6e75b564bd92ac32d3c9efbf,15,Brushing,side,indoors,What,Teeth,,None
7786,422c4bbb-ea1e-4f82-9c7e-13eb803a36c4.mp4,3f12146bcc186024bca30e9b588321d1,15,Brushing,back,indoors,What,Hair,,None
45,60aa22e8-b1e2-4031-90da-76d677f6196d.mp4,4c09d846e182df0d1737b73a9f9df9ba,15,Brushing,side,indoors,What,Hair,,None
6700,596fc447-0c3f-4003-b312-e9c17be68367.avi,95ebedc913cb419f3ffa9af70653af3a,15,Brushing,front,indoors,What,Teeth,,None
4588,473b20cc-4301-4fab-9920-80b5537ad120.mp4,e0dcc7cea056682dbe8a8d74ba07c838,15,Brushing,front,indoors,What,Hair,,None
6805,624e5938-13b8-40dd-b114-61e2233b8158.avi,4122006d66653197c44d85868efbd89a,15,Brushing,front,indoors,What,Teeth,,None
6756,5e35ee20-5dfd-408d-98f5-c68b8ea21cbc.avi,07a7c201dcfbe7b397af3a3f1b4f9bd6,15,Brushing,side,indoors,What,Teeth,,None
25,d4f9437f-7380-4162-aa2e-fd20b578233e.mp4,a22ba8d5e0fe9cfb6664bcb315658b04,15,Brushing,front,indoors,What,Hair,,None
6746,3e4fea87-17ac-4516-a934-d24b9baa6f59.avi,f0a361b9d91024b25256555735bc5113,15,Brushing,front,indoors,What,Teeth,,None
4589,b5fac4b6-aa0f-4bf4-a540-c200b1298ff3.mp4,1dc535205a3fe01ca8ad7a4f81006fd6,15,Brushing,front,indoors,What,Hair,,None
6784,03f8bfd1-8a9d-4cd8-a0cc-bf2a21d2976a.avi,c475a035b4eb0320d21b763bd2238149,15,Brushing,front,indoors,What,Teeth,,None
6832,4fdafc89-c1c7-4072-8b2a-9a9143268812.avi,9bace02d2048c5a035e66b79d0ad1d39,15,Brushing,front,indoors,What,Teeth,,None
7774,909544e0-e046-4103-a185-aa39130b49c0.mp4,bc10d0a60bb13d26da186b600bd8c7f9,15,Brushing,front,indoors,What,Hair,,None
4794,db46fdd0-931e-4f88-afa5-4a3c2652c0ca.mp4,9a5fe9b835209db3b4876bca08afc12f,15,Brushing,side,indoors,What,Hair,,None
4769,1ef90f59-7a0a-4e75-9362-16420a696a6e.mp4,f97169e79b9f2e1ee145780557368702,15,Brushing,front,indoors,What,Teeth,,None
4584,1f1e9659-046c-48ca-9dc1-b90a624d0542.mp4,ed22a94832c1e450736396134aa330ac,15,Brushing,side,indoors,What,Hair,,None
7722,9908a0c8-e645-4928-9505-f6b8e74c8f69.mp4,75946947960ab988fc96b8330c522b8d,15,Brushing,side,indoors,What,Hair,,None
7863,527388a8-6034-45ff-b65d-45dab399035d.mp4,30b0e649669cc33289fc0e449e4a772a,15,Brushing,front,indoors,What,Hair,,None
4789,b78e8bb4-4fab-4c09-9e47-21530d99508a.mp4,6ede1ff8c1a0ff2602cecf54b612c054,15,Brushing,top,indoors,What,Teeth,,None
4776,99301218-1285-4c6a-b805-e9d73477cc36.mp4,2b766033855998ad0f10047aa5970191,15,Brushing,front,indoors,What,Teeth,,None
4770,10ce857f-8815-4f99-b1dd-a8c33903ffc6.mp4,c09516abef760b87850d2333026d5a4c,15,Brushing,front,indoors,What,Teeth,,None
7759,487cb598-262b-41d3-9902-c738f5243af8.mp4,d32ed059f0b4399ac60496b5b95a04a3,15,Brushing,front,outdoors,What,Hair,,None
38,170fe71c-44b9-4461-b50d-1dfed48cd0f3.mp4,d78c0be508ac38524289cd815c82509f,15,Brushing,front,indoors,What,Hair,,None
6789,ef082ba0-bfae-4bf9-8c9f-8affb48eb0e6.avi,2e497b0ccd311da6a628153afa258d54,15,Brushing,front,indoors,What,Teeth,,None
7749,df7cfee2-41ba-4337-9a2a-3fca3bf5578c.mp4,1cfa5466438518970cc5528411eb84f5,15,Brushing,front,indoors,What,Hair,,None
4796,5a47a251-0062-4d70-8179-6a367da71ead.mp4,cb977a9dc521b206dbf8078580664c36,15,Brushing,side,indoors,What,Hair,,None
4778,587dd9af-3181-42c1-9bb4-4e61628f3807.mp4,1b7adda05639178f9c9826d582d288f0,15,Brushing,front,indoors,What,Teeth,,None
6803,b801dfb1-4f39-411e-be0a-126681e701f3.avi,146031aa45664d1f039672d7cfb8fc9f,15,Brushing,front,indoors,What,Teeth,,None
7752,c612c04c-65b7-49aa-adc4-2240b7d800d6.mp4,7a9e668d35ca3660facf2dee592962a9,15,Brushing,front,indoors,What,Hair,,None
6822,2ce39808-84b7-4d26-a4c3-4a6c33603220.avi,b4c70c4e8cca64f1bffdd6d2fd593fa8,15,Brushing,front,indoors,What,Teeth,,None
6824,c7f392c2-ac26-466d-a56d-e7d87f58d845.avi,df1949df9a1c015cb8aa55fe616ef8d2,15,Brushing,front,indoors,What,Teeth,,None
4723,7e1ebb64-0f7f-4a2e-875f-ab151afa32ad.mp4,08076e7b6f0ecaa91935e9fd2c0cc11e,15,Brushing,side,indoors,What,Teeth,,None
4786,fcff8b6b-b461-46bf-b348-175fb08cf4af.mp4,91ba1b0d7c4a6d03d7ee442cac538c5e,15,Brushing,side,indoors,What,Teeth,,None
7748,df66b991-4853-4c60-97dc-bdc5677e347a.mp4,fa3044e7ad9659e6d683204ae31d5c75,15,Brushing,front,indoors,What,Hair,,None
6708,af3e5475-19f2-4061-9428-9d258a3a4cba.avi,ac9480b98c73b015a065e9e53dab1f3e,15,Brushing,front,indoors,What,Teeth,,None
3,97019782-1447-492c-97be-03ee742f8f7c.mp4,511c1b6345fbdbb099698fcfd8cee850,15,Brushing,front,indoors,What,Hair,,None
6694,ba89b25d-b3e4-4007-b158-2be70f9d39bd.avi,78e1cd5ad14b6f5ebb18c01e8f0c9432,15,Brushing,front,indoors,What,Teeth,,None
4557,92ce2942-3b49-4114-8a87-b723b0f9f934.mp4,fa25c845f5ba8107c17c60a52171e59d,15,Brushing,side,indoors,What,Hair,,None
6702,5a0ffbf4-fca9-427c-83c6-e5146f7608a6.avi,d5afa177038cf08ab06820fdd73b204f,15,Brushing,front,indoors,What,Teeth,,None
7816,484de6bf-fcc9-4b4a-9eee-940be661689d.mp4,e63ebf90fba0f2f105d2384a3952518f,15,Brushing,front,indoors,What,Hair,,None
4586,4ae3c770-939f-4506-b5ed-fb99495814d3.mp4,4954d481039f151c4c3129db6373fcc0,15,Brushing,front,indoors,What,Hair,,None
7743,f991f44b-adce-41fc-b825-a9e30f0cfa37.mp4,544afae85a8831a115ddba453a657c17,15,Brushing,back,indoors,What,Hair,,None
7760,38336465-948a-4870-9a73-26e2bb80e18a.mp4,b7135f69a0ad4a0031479bbcf65f32b1,15,Brushing,bottom,indoors,What,Hair,,None
4561,fb00bd57-8af5-442c-a47a-d9e42ff60fe8.mp4,d7953dc4e839c288e07fa74d0e4848fe,15,Brushing,side,indoors,What,Hair,,None
4715,91e4d526-a927-420d-9e22-8093dcb39912.mp4,16d984d66772b5a59ec90480bb2d15ec,15,Brushing,front,indoors,What,Teeth,,None
7708,59372d80-e296-4a16-acc7-63a26475b7b1.mp4,f5b692098ec3cd2ff7cc86950c249aab,15,Brushing,front,indoors,What,Hair,,None
6713,6d73b212-a1f7-45f7-881e-37282fa4d562.avi,3b872843df44cdacd62f87923abb9c3a,15,Brushing,side,indoors,What,Teeth,,None
4731,6c25ce8d-0c53-4679-9253-867c9e30fd83.mp4,55c5b694443e8e5012d5ca4c555790ca,15,Brushing,front,indoors,What,Teeth,,None
6753,c39d443d-f653-40df-bd1b-57f66ea18343.avi,36ec14f0c059cf2510f268c8372d11cf,15,Brushing,front,indoors,What,Teeth,,None
7852,aedc45dd-1d1b-44c3-9ab1-888a54fd47fb.mp4,abd01fe298a4900901d461badbe3ceb0,15,Brushing,front,indoors,What,Hair,,None
7843,81866414-cb2d-4335-84b7-d5bb12d7428e.mp4,b5b7658ed0d62cca1d3f7ec4cbda8ada,15,Brushing,top,indoors,What,Hair,,None
2,2896d0e8-1d65-43a7-b2b4-33d2436421eb.mp4,6bf1bb45146d84506b4b76ea4bc5c813,15,Brushing,back,indoors,What,Hair,,None
4806,cbd0d7ce-dff0-4b22-8c6c-c7428baf428d.mp4,b0df35211360c0b939c7e79aa9f0322f,15,Brushing,front,indoors,What,Hair,,None
7716,2f6dc6d9-eeb4-4d3a-8373-f0c775646968.mp4,e5249114988b81f7fe3a30b9d664e3cb,15,Brushing,front,indoors,What,Hair,,None
4799,8f6a5acf-bab3-48da-ae3b-b0f2b672671c.mp4,40047f5930b605bd20d0e9d0c879ec23,15,Brushing,front,indoors,What,Hair,,None
13,22088942-602a-41c7-a2f1-b0b211686399.mp4,c90a528b1bed55e8c6ff5ebe427587e0,15,Brushing,side,indoors,What,Hair,,None
36,87ca0a7b-d928-4783-88fa-29de713e5937.mp4,418dc1472f7df5bf21bd09a23e537061,15,Brushing,side,indoors,What,Hair,,None
4572,077539df-e0f4-4ec1-9c63-9d18400d1756.mp4,47a376c3b8ed66e3384db1fcb4af38b4,15,Brushing,side,indoors,What,Hair,,None
6763,f853f7a9-843f-4911-80c4-f5d7c1b96792.avi,38626c7dd18276dfb6823b962cef6041,15,Brushing,front,indoors,What,Teeth,,None
6814,a9e19e5c-2738-4dcd-91ff-b40306b20e69.avi,5d007808211a099bf7089c733f9e257c,15,Brushing,front,indoors,What,Teeth,,None
4727,c2420150-1e46-45f3-b45e-c8380316ac4f.mp4,e9a8c41021b46688d88530fd3e850023,15,Brushing,front,indoors,What,Teeth,,None
7739,01df582d-da79-45a7-b83c-96ea3cb03082.mp4,5960968811ed315e1c92d22f5af4052d,15,Brushing,front,indoors,What,Hair,,None
4736,0ef652fd-e750-42d5-b427-b8e36615e915.mp4,8126ec6a4be7f38f903a2f663dd7329f,15,Brushing,front,indoors,What,Teeth,,None
4751,5077f5ab-963e-4883-8781-f631f92e24a9.mp4,88610ef9deccc5e89e8e6b1f74f60c84,15,Brushing,front,indoors,What,Teeth,,None
4792,bbd49886-c417-4d64-b186-94d61cbe8684.mp4,1fec67b8f227640e468336efda4c4c78,15,Brushing,side,indoors,What,Teeth,,None
7735,696dfa8a-16f9-4b00-81eb-3bd90e0b0e16.mp4,6241090369c7591fc8caded72211e8d2,15,Brushing,top,indoors,What,Hair,,None
6747,ef92951c-f59f-4008-8bd2-ed0ecc3baf82.avi,95333155036da47495d3cb5ed92d8882,15,Brushing,front,indoors,What,Teeth,,None
7711,8c0273c7-93f6-4178-8bea-62b31e545e3b.mp4,820cff2be5997a40a08959c97a153ee3,15,Brushing,front,indoors,What,Hair,,None
4781,32785313-ca24-4feb-9147-cee5eb5465a2.mp4,7e1331a141fdc96be46acf5451222f89,15,Brushing,front,indoors,What,Teeth,,None
6810,a3254ea7-0d11-4fb0-88fe-e726ae82557b.avi,121034d826017d2e559e8b88eda3edea,15,Brushing,front,indoors,What,Teeth,,None
6777,498d55a1-1a68-4732-931c-ea2ba48ba4e6.avi,20d6569fde18a06c74dd1369f8e060fa,15,Brushing,front,indoors,What,Teeth,,None
7817,0d23491e-b101-4e95-ad62-cd59128c31cd.mp4,71360a3e3e3e09b687b78e726fe29d32,15,Brushing,front,indoors,What,Hair,,None
6762,5759c74a-68c1-4276-9cc4-0787650711d3.avi,8747158293fc866fb291a12e73c16f94,15,Brushing,bottom,indoors,What,Teeth,,None
7787,35211412-99d1-46ab-a9c5-1d362e667cbc.mp4,80d97250d45b40456ef8231c148c7e8d,15,Brushing,back,indoors,What,Hair,,None
6778,824e1094-9490-4816-b968-c6dd5c819a6d.avi,36f58ace9c11ce6126af4907f1d2fc33,15,Brushing,front,indoors,What,Teeth,,None
18,4e0f7b97-e80a-46e2-8fd9-9b26ff683d69.mp4,e2c03f7ba77bd7761577c47e2e1458d5,15,Brushing,front,indoors,What,Hair,,None
7829,68a67709-78c7-4bf6-b0b8-fc4bcfb3c38c.mp4,72374798ee05c5b4e6d0648f1e440906,15,Brushing,back,indoors,What,Hair,,None
24,10b2629b-2f7d-4c7c-b4ea-993a69739fff.mp4,8ee28c3b08c2c3a5d8ee1da51f1706ef,15,Brushing,front,indoors,What,Hair,,None
7830,772c9b11-5af1-4784-bf20-bff610dc6506.mp4,b99145f96ab581f6ad0bbfccfc077e7c,15,Brushing,back,indoors,What,Hair,,None
7710,92a3279a-26de-48cb-b511-2872be9a707c.mp4,6e910fb5e7a146e019d1c304f4cf5ca9,15,Brushing,front,indoors,What,Hair,,None
4728,ead1f3c6-b6be-48e3-ab39-5f3088ec0e98.mp4,8173093dfa014de42ef5ed52d4230b54,15,Brushing,front,indoors,What,Teeth,,None
6818,f40d8c35-0caa-4e00-89ef-e1c8d8dcc2e8.avi,bb87ef90d9e2f2fbffde0c8cd4e35285,15,Brushing,front,indoors,What,Teeth,,None
6709,11f91c62-0f8a-47f6-b350-929c802d1a2e.avi,afc59677021ead464f3c965164b066a0,15,Brushing,side,indoors,What,Teeth,,None
7755,63b5e79e-5e47-43c0-bfdc-ee4401933814.mp4,5ad052d08f42c4a0973775c51e6157fc,15,Brushing,back,indoors,What,Hair,,None
7713,bce0dd06-224e-48ce-8a92-ead41aab5978.mp4,83c6110ef1363f3bbde58751a5ea09e0,15,Brushing,top,indoors,What,Hair,,None
7845,4d9f3b92-74f6-48e3-8fc8-cd2ad63ca724.mp4,ef49eb66ef7afccbef887535e9e94983,15,Brushing,front,indoors,What,Hair,,None
6797,d440672c-4f76-45bf-a57c-6aaad405a1ea.avi,ba7bcc737d1ad77131bf8b6deb7789ae,15,Brushing,front,indoors,What,Teeth,,None
4593,39453e37-eafe-4a2b-ab98-b388a02fd0af.mp4,52f8047f94856b9a1b48d9be30a13fdb,15,Brushing,front,indoors,What,Hair,,None
7717,86043408-a122-4565-99e5-945cfd26b444.mp4,5da88459585866801f124e50580b5d82,15,Brushing,top,indoors,What,Hair,,None
6758,260f39a5-9c29-41a9-ad5d-6a860bc9235f.avi,3decb9e3d7e5358ff05957bfbb5bec14,15,Brushing,side,indoors,What,Teeth,,None
11,8ce5c36a-0f12-4517-8b0c-0cfb76d947f8.mp4,e85fb7402611874de45eebfcfbf993f7,15,Brushing,back,indoors,What,Hair,,None
6793,74a7f309-c397-4da4-9c08-b59c8cf9efe9.avi,997272b28056a1817cb07695964f2859,15,Brushing,front,indoors,What,Teeth,,None
6770,d8c657bd-01cf-4220-b7c9-d5c664a83b22.avi,1925aaa24c9a58e8bc2cef5df52645df,15,Brushing,back,indoors,What,Teeth,,None
4740,bf9d20e9-b76f-4e7e-9537-0b82723e75b3.mp4,33b9d80274643dbd88f6ab429489d379,15,Brushing,side,indoors,What,Teeth,,None
4753,92d1809c-6648-4258-9956-1e12b232df7b.mp4,8a26302ff5bd941ee5f5802166c02f10,15,Brushing,side,indoors,What,Teeth,,None
7837,05495b1a-2f2e-4ba8-a196-5c75a7b8a43e.mp4,14e37c53b1f7163431b81ed6a7cd2283,15,Brushing,top,indoors,What,Hair,,None
4757,daff1ef5-5f16-4262-ba04-8f744bf4132e.mp4,18a9c029d142ebf3909ce84954175750,15,Brushing,side,indoors,What,Teeth,,None
7726,0ea78a06-a45e-4016-8191-1c02ece13f1a.mp4,7efc2dd3cb48ed343101588d1b17e41d,15,Brushing,front,indoors,What,Hair,,None
6712,d29bc2b9-df6f-4b2e-9fff-06a2a7614233.avi,9a528c19ee0f10a269f79f85742aa8c9,15,Brushing,side,indoors,What,Teeth,,None
6717,84feb752-9b1d-42c0-bd80-df8d7c94d420.avi,f6ffb2ff9b538a27e346370e89710088,15,Brushing,front,indoors,What,Teeth,,None
7851,17a7d10a-e0ea-4496-92ba-6a588f9d6056.mp4,8e99e1ec3e140148c37dddfe089269ac,15,Brushing,front,indoors,What,Hair,,None
6775,2c071aae-6d81-4f67-ae06-26671063ccbc.avi,306789464e744fc951dd5f7e88a7eab8,15,Brushing,front,indoors,What,Teeth,,None
7775,5f949037-e86a-4b1f-93d9-ad36e301065f.mp4,5e4bcb466d5e2e11c372d961eebf36ea,15,Brushing,front,indoors,What,Hair,,None
6736,2392fd31-2e08-443c-9748-b6a2cd542d36.avi,9566935c4d4dd9d0c23741af3a44d08f,15,Brushing,front,indoors,What,Teeth,,None
17,2dc305c1-599e-4513-a777-690432cae1c8.mp4,b828405a72caefd16f8d5d3e3a9d6d63,15,Brushing,side,indoors,What,Hair,,None
7733,c97200cf-8e78-47f2-8d36-f051899e123d.mp4,fef11e1009f2a286e117b0a7dfde70f7,15,Brushing,front,indoors,What,Hair,,None
7698,f6a2b01a-dee8-4f30-ba6a-a0e1a882b5b0.mp4,1057cac1766f04028ef58fd861be2efe,15,Brushing,front,indoors,What,Hair,,None
6695,a0a71790-0db7-469c-95c3-25510276fddb.avi,f5bdbefd2cf3091368fa237043e7fcd7,15,Brushing,front,indoors,What,Teeth,,None
4802,ce1ce302-17f4-4a98-854e-e808554de0f9.mp4,4f34857978c01409ce40482323269046,15,Brushing,side,indoors,What,Hair,,None
4754,738bfff9-274e-4bdb-9f7c-a1b5d1f6f110.mp4,2d1c7639ff0b07b4b1716e6208bb6dc1,15,Brushing,side,indoors,What,Teeth,,None
6792,8ea900c1-b452-4aad-afac-d74c4c0f25c2.avi,53d29ad0e2cde621803484e623b4e2ba,15,Brushing,front,indoors,What,Teeth,,None
6809,1d1bbd49-91a3-4004-8b35-9bfad6d3a371.avi,01340c134d8f122618049a75c8cb0ef0,15,Brushing,front,indoors,What,Teeth,,None
23,65d2cb53-e47e-48cc-8cee-ea565c71cac9.mp4,1b900ac7f9a5774558656510f764c577,15,Brushing,front,indoors,What,Hair,,None
9,c965bb73-f117-4a13-9b02-5283e72cc086.mp4,7774fd5e91d4bd7ed5d43f00b57167ae,15,Brushing,front,indoors,What,Hair,,None
4801,0d42f852-0a31-46d6-aea6-13c5bdcf1225.mp4,67835036c3404f5dfed274a8b67448be,15,Brushing,front,indoors,What,Hair,,None
4575,814a5d83-0ab5-463f-9b4f-72eeec4c8e64.mp4,1be5f44a0317f52e731bddf8554f7426,15,Brushing,front,indoors,What,Hair,,None
6750,72eed83a-1fa8-4baf-bbc1-1bac63decfe4.avi,31f9bb0ab853f39a44581038ac4872d9,15,Brushing,front,indoors,What,Teeth,,None
7823,f00cc263-354f-48e8-b3db-1f3d3b33d28d.mp4,5435a44385bf7797863b5c649fcb4ffe,15,Brushing,side,indoors,What,Hair,,None
6759,0e286d78-77a1-47ae-81d2-2e8d055fb1a7.avi,95f96a71e0594eea056a3c1f4081beaf,15,Brushing,front,indoors,What,Teeth,,None
4743,f5f01f45-1b5c-4593-93a4-3f0c9d4ee0e6.mp4,971ba141c1442b85f3649e23eb0f6e13,15,Brushing,front,indoors,What,Teeth,,None
33,dacb19a3-3cae-43af-a1d9-3db21f592add.mp4,5cea9399249b8ad276724b9d870b72fd,15,Brushing,back,indoors,What,Hair,,None
7720,8372b8cb-6eff-4052-9d8a-1ed3366a3231.mp4,98e0901b1e26eaf58df388cd0c3f86a6,15,Brushing,back,indoors,What,Hair,,None
6821,200784b3-6a37-4792-9a2a-6c006f5f418d.avi,0552be6d3f8403d3c5af7087b77a3c8b,15,Brushing,front,indoors,What,Teeth,,None
4549,564403af-78ff-4380-a029-33d0d4db9113.mp4,e56610c21d927dbc86f010e61ee82336,15,Brushing,front,indoors,What,Hair,,None
6820,b6748fc0-77fb-467f-95cc-ba005734e807.avi,77f0f4f82474f1160634d31ea215f7e0,15,Brushing,front,indoors,What,Teeth,,None
7766,2e95e8e0-d086-478b-bb44-233432ab6494.mp4,df84e86f0640d74aff1b676332e33f8b,15,Brushing,back,indoors,What,Hair,,None
4560,22ad5a08-b9d8-44d9-9b59-8f125f365a9d.mp4,14004688904c94c106e0d2a3617309b0,15,Brushing,front,indoors,What,Hair,,None
7860,7cbf1632-a5f6-43f4-8b99-6d9130bd6298.mp4,6af4802df13417c7234e6d6581d5c11f,15,Brushing,front,indoors,What,Hair,,None
6768,4487b3dd-d5a8-41a9-9f13-fa445c3586a9.avi,8f8259c9d5e8fcd2a65a7b1e00647248,15,Brushing,back,indoors,What,Teeth,,None
14,7786adad-d235-478a-b3b5-b8f96402ba47.mp4,397bbb19c2700f32a2b5a1e438a68787,15,Brushing,front,indoors,What,Hair,,None
6794,cec00b39-9995-4637-8a95-c3d96a30a1a8.avi,601786602f49ef0761fb514c70796a33,15,Brushing,front,indoors,What,Teeth,,None
6728,2b2c04cc-5038-48a3-990f-4d61631f595a.avi,293f1e91f70e8e6c22af5145b2c8ba5c,15,Brushing,front,indoors,What,Teeth,,None
6,15a41460-9bdf-4fe7-ab78-9b8c4213f604.mp4,6abd1e11e20c182ed6930304c9a31da8,15,Brushing,front,indoors,What,Hair,,None
7753,043d51b4-239d-4fd8-8e9d-a057239ed913.mp4,dbd049592980fef29db7cb1278323354,15,Brushing,front,indoors,What,Hair,,None
6703,48df9d90-c64e-486c-8d05-16303eb75350.avi,bf5f112eb36cd66e91a57f91fadc14d2,15,Brushing,front,indoors,What,Teeth,,None
7758,bcb26223-03df-4e0c-b8df-fded71f7fd70.mp4,5dde9e5ae78f55d835f39274bdbbce72,15,Brushing,front,outdoors,What,Hair,,None
4734,4128e63f-839b-478a-a1f2-ab5a3d369e1e.mp4,af037edfd413fe9ffc5b191a40ed5d5d,15,Brushing,front,indoors,What,Teeth,,None
7728,b29658ff-d3fb-4174-aea3-8682efcca21f.mp4,587544ce0f6a25aa1ce12ceb72ec006f,15,Brushing,front,indoors,What,Hair,,None
6771,d7c3188c-3d7d-4df9-8c2e-ec700060b9f7.avi,5e5dd99ed9ac6493e1b3a7e2ab17ad60,15,Brushing,top,indoors,What,Teeth,,None
7719,1116c7b8-cba4-4d6a-b62b-b1d27cdcac7e.mp4,357b0d75f84d83f4ffb5a70d8f0dc31c,15,Brushing,back,indoors,What,Hair,,None
4765,cc9899a8-7a61-48be-94e4-703f092fbfe6.mp4,d435f3366221eb1c1f48411c130492ec,15,Brushing,front,indoors,What,Teeth,,None
35,5c92595d-227d-47d1-a0d9-565b31816c54.mp4,d5a92f96047d1c4c9092515f95a794f7,15,Brushing,side,indoors,What,Hair,,None
0,06c653ed-b952-4fcf-b0de-935b5fc9a64e.mp4,472f46a52e5f79999599c8fa80813f62,15,Brushing,front,outdoors,What,Hair,,None
7820,b7d548a1-73eb-4707-ae72-401151c970cf.mp4,29219c2e61ac213d3c6366b6a1cbc5b4,15,Brushing,front,indoors,What,Hair,,None
